 Gene	Chromosome	Start	End	GC	Type
HORVU2Hr1G006560	chr2H	13758560	13763465	55.66	protein_coding
HORVU5Hr1G074110	chr5H	542018111	542019749	40.63	protein_coding
HORVU7Hr1G025340	chr7H	41714879	41723934	38.49	protein_coding
HORVU5Hr1G124950	chr5H	667630871	667631862	58.06	protein_coding
HORVU7Hr1G069010	chr7H	366223299	366223625	46.18	protein_coding
HORVU2Hr1G019850	chr2H	52213972	52218489	43.89	protein_coding
HORVU7Hr1G000670	chr7H	973117	973314	46.46	protein_coding
HORVU7Hr1G086080	chr7H	520473701	520473889	66.14	protein_coding
HORVU5Hr1G101570	chr5H	612799013	612800268	0	nontranslating_CDS
HORVU7Hr1G072960	chr7H	410745595	410747613	63.84	protein_coding
HORVU5Hr1G122100	chr5H	661265959	661267778	50.22	protein_coding
HORVU7Hr1G008510	chr7H	11118353	11120076	61.48	protein_coding
HORVU6Hr1G018690	chr6H	48036789	48039313	45.35	protein_coding
HORVU2Hr1G041790	chr2H	208432417	208435107	43.4	protein_coding
HORVU6Hr1G007340	chr6H	14694376	14696455	63.94	protein_coding
HORVU7Hr1G091830	chr7H	561672364	561673570	37.37	protein_coding
HORVU1Hr1G079280	chr1H	522596769	522598238	0	nontranslating_CDS
HORVU6Hr1G011030	chr6H	19498252	19499358	56.55	protein_coding
HORVU7Hr1G065600	chr7H	328162168	328162389	50	protein_coding
HORVU5Hr1G114660	chr5H	644413298	644414498	56.49	protein_coding
HORVU2Hr1G015340	chr2H	34036804	34042548	44.3	protein_coding
HORVU5Hr1G112530	chr5H	639612827	639616505	49.92	protein_coding
HORVU5Hr1G097260	chr5H	603835317	603837681	57.93	protein_coding
HORVU7Hr1G082870	chr7H	498655202	498721381	46.18	protein_coding
HORVU6Hr1G019870	chr6H	54653128	54654740	65.65	protein_coding
HORVU6Hr1G017850	chr6H	43318375	43321786	46.16	protein_coding
HORVU7Hr1G046010	chr7H	148439517	148439719	43.84	protein_coding
HORVU7Hr1G020860	chr7H	28245263	28246097	54.85	protein_coding
HORVU5Hr1G110810	chr5H	634197813	634200938	50.3	protein_coding
HORVU7Hr1G038940	chr7H	101507157	101508494	60.54	protein_coding
HORVU1Hr1G079910	chr1H	523971479	523976902	43.75	protein_coding
HORVU5Hr1G080640	chr5H	561769815	561770811	57.57	protein_coding
HORVU7Hr1G092760	chr7H	567810319	567811161	51.96	protein_coding
HORVU5Hr1G103880	chr5H	617507145	617507894	58.15	protein_coding
HORVU6Hr1G001870	chr6H	5533229	5534591	51.39	protein_coding
HORVU7Hr1G008910	chr7H	11623895	11625013	46.29	protein_coding
HORVU6Hr1G010460	chr6H	18487668	18488529	55.21	protein_coding
HORVU7Hr1G025280	chr7H	41663991	41664583	41.3	protein_coding
HORVU5Hr1G098510	chr5H	608056487	608057448	41.73	protein_coding
HORVU7Hr1G076440	chr7H	446807454	446812313	49.84	protein_coding
HORVU1Hr1G094990	chr1H	556905147	556910542	43.57	protein_coding
HORVU5Hr1G119650	chr5H	656387855	656393736	45.92	protein_coding
HORVU5Hr1G105070	chr5H	620794997	620796265	61.94	protein_coding
HORVU5Hr1G072290	chr5H	535244333	535245595	40.46	protein_coding
HORVU7Hr1G068340	chr7H	360276817	360276972	50	protein_coding
HORVU5Hr1G093710	chr5H	592508593	592511637	43.74	protein_coding
HORVU7Hr1G045510	chr7H	144261028	144263512	54.82	protein_coding
HORVU2Hr1G033470	chr2H	132764654	132767703	48.59	protein_coding
HORVU6Hr1G021440	chr6H	64487785	64488126	44.15	protein_coding
HORVU7Hr1G048840	chr7H	168385221	168385489	42.01	protein_coding
HORVU5Hr1G110760	chr5H	634091901	634093941	42.99	protein_coding
HORVU5Hr1G072560	chr5H	535815189	535817106	52.29	protein_coding
HORVU7Hr1G045830	chr7H	147034650	147049126	50.14	protein_coding
HORVU5Hr1G087790	chr5H	579575745	579576275	67.04	protein_coding
HORVU1Hr1G091700	chr1H	548921024	548921812	48.42	protein_coding
HORVU7Hr1G061860	chr7H	293365038	293366190	0	nontranslating_CDS
HORVU5Hr1G102170	chr5H	613796449	613797640	53.19	protein_coding
HORVU1Hr1G075660	chr1H	511812021	511814069	40.74	protein_coding
HORVU7Hr1G047120	chr7H	156766107	156780348	46.24	protein_coding
HORVU5Hr1G094610	chr5H	596435654	596437542	0	nontranslating_CDS
HORVU7Hr1G088360	chr7H	535596744	535597636	38.52	protein_coding
HORVU5Hr1G113340	chr5H	641686359	641695659	43.16	protein_coding
HORVU5Hr1G114810	chr5H	644587393	644588002	46.23	protein_coding
HORVU7Hr1G091170	chr7H	556423658	556428917	38.84	protein_coding
HORVU5Hr1G107240	chr5H	626277783	626278897	50.85	protein_coding
HORVU2Hr1G003970	chr2H	9164984	9182015	40.55	protein_coding
HORVU7Hr1G061390	chr7H	287394949	287398400	50.35	protein_coding
HORVU6Hr1G019560	chr6H	53183324	53183734	72.99	protein_coding
HORVU7Hr1G002050	chr7H	4048578	4050492	64.28	protein_coding
HORVU6Hr1G000710	chr6H	2052520	2053120	40.93	protein_coding
HORVU1Hr1G074510	chr1H	508268516	508270626	58.12	protein_coding
HORVU5Hr1G110410	chr5H	632720638	632721962	57.74	protein_coding
HORVU5Hr1G087080	chr5H	577791289	577795660	44.05	protein_coding
HORVU5Hr1G117630	chr5H	650970593	650971965	43.63	protein_coding
HORVU7Hr1G049870	chr7H	176151795	176155103	51.44	protein_coding
HORVU5Hr1G124150	chr5H	665409264	665410698	43.11	protein_coding
HORVU2Hr1G030420	chr2H	111951269	111952958	39.63	protein_coding
HORVU5Hr1G121710	chr5H	660486826	660489934	45.38	protein_coding
HORVU5Hr1G093520	chr5H	592177196	592177840	63.57	protein_coding
HORVU6Hr1G014980	chr6H	32594838	32597430	57.67	protein_coding
HORVU7Hr1G021180	chr7H	29713701	29717335	45.25	protein_coding
HORVU2Hr1G028720	chr2H	97647698	97648709	0	nontranslating_CDS
HORVU5Hr1G074910	chr5H	545425175	545426252	62.71	protein_coding
HORVU6Hr1G017710	chr6H	42378405	42380249	58.7	protein_coding
HORVU7Hr1G088900	chr7H	539913399	539914677	59.42	protein_coding
HORVU5Hr1G096870	chr5H	602379601	602382539	48.79	protein_coding
HORVU2Hr1G001370	chr2H	2898413	2901027	0	nontranslating_CDS
HORVU7Hr1G059600	chr7H	268863157	268863372	46.76	protein_coding
HORVU5Hr1G093160	chr5H	590651928	590654989	49.49	protein_coding
HORVU7Hr1G084370	chr7H	507364232	507364725	40.89	protein_coding
HORVU5Hr1G122360	chr5H	662020508	662022052	62.65	protein_coding
HORVU7Hr1G028710	chr7H	52911311	52914348	51.54	protein_coding
HORVU6Hr1G000060	chr6H	309564	310075	61.91	protein_coding
HORVU6Hr1G008920	chr6H	16151019	16153013	47.12	protein_coding
HORVU6Hr1G005170	chr6H	11314367	11326412	42.91	protein_coding
HORVU7Hr1G060220	chr7H	275457995	275458504	39.02	protein_coding
HORVU5Hr1G074970	chr5H	545543611	545545066	43.73	protein_coding
HORVU2Hr1G009160	chr2H	17948910	17951946	45.41	protein_coding
HORVU5Hr1G080460	chr5H	560979424	560979636	43.19	protein_coding
HORVU6Hr1G017230	chr6H	40412204	40412779	69.1	protein_coding
HORVU5Hr1G101560	chr5H	612779308	612781387	41.78	protein_coding
HORVU7Hr1G072450	chr7H	404936286	404938860	48.82	protein_coding
HORVU6Hr1G020910	chr6H	61014054	61018527	45.23	protein_coding
HORVU7Hr1G042560	chr7H	124227685	124239854	42.19	protein_coding
HORVU5Hr1G072370	chr5H	535403885	535408194	46.19	protein_coding
HORVU6Hr1G009070	chr6H	16334102	16336221	47.26	protein_coding
HORVU5Hr1G101530	chr5H	612770047	612772042	42.48	protein_coding
HORVU1Hr1G091600	chr1H	548765935	548771890	49.93	protein_coding
HORVU5Hr1G114190	chr5H	643367175	643367993	59.58	protein_coding
HORVU6Hr1G004560	chr6H	10031635	10034644	44.65	protein_coding
HORVU5Hr1G123860	chr5H	664834236	664834581	53.47	protein_coding
HORVU7Hr1G075680	chr7H	439534394	439536258	52.49	protein_coding
HORVU5Hr1G123570	chr5H	664388658	664390340	45.1	protein_coding
HORVU7Hr1G034320	chr7H	71608216	71609079	61.92	protein_coding
HORVU2Hr1G053360	chr2H	325949583	325953601	0	nontranslating_CDS
HORVU6Hr1G007130	chr6H	14576744	14577539	59.92	protein_coding
HORVU6Hr1G016300	chr6H	36433872	36437645	31.72	protein_coding
HORVU2Hr1G019650	chr2H	51214358	51218928	40.93	protein_coding
HORVU7Hr1G051190	chr7H	191492401	191492741	51.91	protein_coding
HORVU7Hr1G048860	chr7H	168755789	168756524	58.83	protein_coding
HORVU5Hr1G078610	chr5H	555443664	555443864	38.31	protein_coding
HORVU2Hr1G041270	chr2H	202976085	202977002	56.76	protein_coding
HORVU5Hr1G118680	chr5H	653569611	653571618	48.52	protein_coding
HORVU7Hr1G035560	chr7H	79293982	79295704	63.15	protein_coding
HORVU7Hr1G021160	chr7H	29565423	29566921	57.84	protein_coding
HORVU1Hr1G089840	chr1H	544918998	544920368	56.46	protein_coding
HORVU5Hr1G116520	chr5H	648264294	648267865	45.88	protein_coding
HORVU1Hr1G080720	chr1H	526121434	526125155	53.41	protein_coding
HORVU7Hr1G002490	chr7H	4763442	4764158	62.55	protein_coding
HORVU2Hr1G009460	chr2H	18191730	18192179	41.78	protein_coding
HORVU7Hr1G026890	chr7H	46996317	46997104	0	nontranslating_CDS
HORVU5Hr1G093090	chr5H	590233208	590237019	52.62	protein_coding
HORVU1Hr1G086400	chr1H	537427384	537447938	51.26	protein_coding
HORVU5Hr1G089630	chr5H	585121989	585122324	45.83	protein_coding
HORVU7Hr1G037060	chr7H	87921241	87925812	43	protein_coding
HORVU5Hr1G080370	chr5H	560349193	560349933	64.51	protein_coding
HORVU1Hr1G090930	chr1H	547192815	547193424	61.57	protein_coding
HORVU5Hr1G073540	chr5H	540044554	540047445	64.63	protein_coding
HORVU7Hr1G046990	chr7H	155905525	155906300	63.66	protein_coding
HORVU6Hr1G007030	chr6H	14499960	14506736	46.14	protein_coding
HORVU7Hr1G025530	chr7H	42405690	42408819	41.85	protein_coding
HORVU5Hr1G089970	chr5H	585768791	585771108	49.91	protein_coding
HORVU7Hr1G086620	chr7H	522493769	522494426	70.21	protein_coding
HORVU5Hr1G077940	chr5H	554269227	554269792	45.05	protein_coding
HORVU7Hr1G080960	chr7H	481232469	481232975	49.7	protein_coding
HORVU2Hr1G037470	chr2H	172216161	172227446	41.24	protein_coding
HORVU7Hr1G038650	chr7H	98731655	98744216	42.93	protein_coding
HORVU5Hr1G110060	chr5H	631798631	631799299	38.57	protein_coding
HORVU6Hr1G005570	chr6H	12363356	12364512	52.46	protein_coding
HORVU7Hr1G051840	chr7H	195965528	195967813	40.51	protein_coding
HORVU5Hr1G125400	chr5H	668638160	668639047	45.5	protein_coding
HORVU7Hr1G013300	chr7H	19038269	19054973	41.08	protein_coding
HORVU5Hr1G114100	chr5H	643118585	643121019	64.8	protein_coding
HORVU5Hr1G101160	chr5H	612362428	612363305	48.41	protein_coding
HORVU5Hr1G098100	chr5H	606411856	606413595	41.03	protein_coding
HORVU7Hr1G050300	chr7H	180596856	180615545	44.98	protein_coding
HORVU1Hr1G090940	chr1H	547198234	547203478	44	protein_coding
HORVU5Hr1G094700	chr5H	596724563	596725585	56.99	protein_coding
HORVU6Hr1G017330	chr6H	40759801	40759986	0	nontranslating_CDS
HORVU7Hr1G057260	chr7H	247400238	247401821	60.1	protein_coding
HORVU5Hr1G084330	chr5H	571904255	571904887	67.14	protein_coding
HORVU5Hr1G087190	chr5H	578032979	578033425	41.61	protein_coding
HORVU7Hr1G043570	chr7H	133027694	133027918	38.22	protein_coding
HORVU7Hr1G040210	chr7H	108333409	108337517	45.79	protein_coding
HORVU6Hr1G001530	chr6H	4844534	4847146	37.93	protein_coding
HORVU5Hr1G114350	chr5H	643725622	643726469	46.23	protein_coding
HORVU2Hr1G003850	chr2H	9051387	9052695	0	nontranslating_CDS
HORVU5Hr1G110880	chr5H	634298543	634299085	0	nontranslating_CDS
HORVU1Hr1G086360	chr1H	537214973	537216592	60.62	protein_coding
HORVU7Hr1G092570	chr7H	567022987	567025116	54.04	protein_coding
HORVU2Hr1G016150	chr2H	36862653	36863404	51.99	protein_coding
HORVU5Hr1G084810	chr5H	573348016	573349459	62.92	protein_coding
HORVU2Hr1G014760	chr2H	32273405	32273665	51.72	protein_coding
HORVU5Hr1G077610	chr5H	553510003	553511174	48.04	protein_coding
HORVU6Hr1G010370	chr6H	18337220	18338282	41.96	protein_coding
HORVU7Hr1G026290	chr7H	44704945	44706778	38.77	protein_coding
HORVU5Hr1G113660	chr5H	642334523	642335108	40.61	protein_coding
HORVU5Hr1G087920	chr5H	580102636	580103653	45.32	protein_coding
HORVU5Hr1G105630	chr5H	621887904	621889262	59.9	protein_coding
HORVU2Hr1G038770	chr2H	183858975	183864630	39.71	protein_coding
HORVU5Hr1G070680	chr5H	529698277	529698741	75.7	protein_coding
HORVU7Hr1G087430	chr7H	526555431	526556060	56.03	protein_coding
HORVU7Hr1G088830	chr7H	539750925	539751146	63.06	protein_coding
HORVU5Hr1G125790	chr5H	669779096	669779850	0	nontranslating_CDS
HORVU5Hr1G079280	chr5H	556656553	556657029	33.33	protein_coding
HORVU7Hr1G078110	chr7H	458904982	458910029	36.63	protein_coding
HORVU5Hr1G103920	chr5H	617661511	617661967	54.88	protein_coding
HORVU6Hr1G008010	chr6H	14965155	14966988	58.56	protein_coding
HORVU7Hr1G045420	chr7H	143933982	143938075	50.42	protein_coding
HORVU6Hr1G018380	chr6H	46462194	46463052	53.08	protein_coding
HORVU7Hr1G059910	chr7H	271506596	271508840	58.75	protein_coding
HORVU5Hr1G121360	chr5H	659444088	659445841	60.03	protein_coding
HORVU5Hr1G094450	chr5H	595755686	595758857	60.25	protein_coding
HORVU7Hr1G064970	chr7H	322888027	322888622	46.98	protein_coding
HORVU5Hr1G104370	chr5H	619015954	619016468	64.66	protein_coding
HORVU5Hr1G074130	chr5H	542041770	542042315	58.42	protein_coding
HORVU2Hr1G013020	chr2H	28452211	28456166	52.14	protein_coding
HORVU6Hr1G001510	chr6H	4815552	4817209	59.41	protein_coding
HORVU7Hr1G061760	chr7H	290659042	290665988	42.02	protein_coding
HORVU2Hr1G016160	chr2H	36863486	36863721	58.47	protein_coding
HORVU7Hr1G076960	chr7H	449948602	449950846	38.53	protein_coding
HORVU5Hr1G081440	chr5H	564392207	564393190	53.66	protein_coding
HORVU2Hr1G004960	chr2H	11116194	11120048	49.03	protein_coding
HORVU6Hr1G012760	chr6H	25162390	25164726	65.85	protein_coding
HORVU7Hr1G022490	chr7H	32893938	32894076	50.36	protein_coding
HORVU6Hr1G016200	chr6H	36153322	36154862	38.42	protein_coding
HORVU1Hr1G074340	chr1H	507642792	507643638	59.15	protein_coding
HORVU6Hr1G003720	chr6H	8160783	8162747	51.2	protein_coding
HORVU7Hr1G005720	chr7H	7624609	7626289	48.69	protein_coding
HORVU6Hr1G000130	chr6H	342892	344173	45.32	protein_coding
HORVU2Hr1G032990	chr2H	130416743	130427802	41.67	protein_coding
HORVU5Hr1G110240	chr5H	632204900	632205169	48.52	protein_coding
HORVU7Hr1G089700	chr7H	545550011	545554142	46.15	protein_coding
HORVU5Hr1G118140	chr5H	652040989	652042197	39.45	protein_coding
HORVU5Hr1G092580	chr5H	588804178	588805817	68.05	protein_coding
HORVU6Hr1G000470	chr6H	1097918	1098642	49.24	protein_coding
HORVU5Hr1G077590	chr5H	553503312	553504134	47.87	protein_coding
HORVU7Hr1G037410	chr7H	89778600	89780563	55.83	protein_coding
HORVU1Hr1G091430	chr1H	548348996	548359007	44.53	protein_coding
HORVU5Hr1G102820	chr5H	614610233	614612563	0	nontranslating_CDS
HORVU7Hr1G048050	chr7H	163449656	163450215	50.31	protein_coding
HORVU6Hr1G012190	chr6H	23342313	23342453	53.9	protein_coding
HORVU5Hr1G116330	chr5H	647667416	647668344	37.46	protein_coding
HORVU7Hr1G056990	chr7H	243401805	243409450	40.3	protein_coding
HORVU2Hr1G045480	chr2H	238096487	238099120	48.06	protein_coding
HORVU5Hr1G120630	chr5H	657966457	657967494	61.27	protein_coding
HORVU7Hr1G074470	chr7H	426146474	426146782	46.28	protein_coding
HORVU5Hr1G074740	chr5H	544819180	544820379	44.42	protein_coding
HORVU7Hr1G034930	chr7H	74822148	74822708	68.06	protein_coding
HORVU2Hr1G003750	chr2H	8932829	8936993	51.13	protein_coding
HORVU5Hr1G111580	chr5H	636770330	636771540	60.78	protein_coding
HORVU7Hr1G053550	chr7H	210025361	210031426	55.46	protein_coding
HORVU5Hr1G083440	chr5H	570227080	570227295	47.22	protein_coding
HORVU2Hr1G003220	chr2H	7020344	7020574	54.11	protein_coding
HORVU5Hr1G115810	chr5H	647310424	647311308	61.47	protein_coding
HORVU6Hr1G007500	chr6H	14759403	14760421	66.83	protein_coding
HORVU6Hr1G016500	chr6H	37437707	37440297	50.44	protein_coding
HORVU7Hr1G050150	chr7H	179292721	179293930	54.96	protein_coding
HORVU2Hr1G003420	chr2H	7580027	7583983	41.8	protein_coding
HORVU5Hr1G104410	chr5H	619306219	619307929	48.92	protein_coding
HORVU5Hr1G073650	chr5H	540515715	540516393	49.19	protein_coding
HORVU5Hr1G104680	chr5H	619830816	619831921	55.06	protein_coding
HORVU7Hr1G042060	chr7H	119233031	119234249	44.95	protein_coding
HORVU2Hr1G024150	chr2H	73398067	73403095	42.87	protein_coding
HORVU6Hr1G009470	chr6H	16889814	16890644	53.43	protein_coding
HORVU5Hr1G096280	chr5H	600850481	600851261	61.59	protein_coding
HORVU7Hr1G047280	chr7H	157333197	157333612	57.93	protein_coding
HORVU5Hr1G112170	chr5H	638432676	638434272	51.53	protein_coding
HORVU7Hr1G029280	chr7H	54749252	54751234	49.67	protein_coding
HORVU2Hr1G019660	chr2H	51220046	51223509	44.89	protein_coding
HORVU7Hr1G025660	chr7H	42712345	42714768	43.73	protein_coding
HORVU5Hr1G078070	chr5H	554441071	554441574	55.16	protein_coding
HORVU7Hr1G035880	chr7H	81315521	81316107	72.62	protein_coding
HORVU5Hr1G113170	chr5H	641041320	641041776	41.58	protein_coding
HORVU2Hr1G030230	chr2H	110808051	110812551	0	nontranslating_CDS
HORVU7Hr1G020950	chr7H	28911731	28912153	41.84	protein_coding
HORVU5Hr1G117570	chr5H	650930893	650931531	57.12	protein_coding
HORVU5Hr1G096470	chr5H	601426519	601429826	0	nontranslating_CDS
HORVU7Hr1G018370	chr7H	24197931	24204906	41	protein_coding
HORVU5Hr1G077990	chr5H	554323265	554324623	39.81	protein_coding
HORVU2Hr1G046990	chr2H	256590618	256591704	52.44	protein_coding
HORVU7Hr1G046230	chr7H	149869681	149872120	52.3	protein_coding
HORVU5Hr1G114790	chr5H	644556853	644557339	62.63	protein_coding
HORVU7Hr1G045140	chr7H	141965933	141972390	42.71	protein_coding
HORVU5Hr1G076090	chr5H	549392548	549392823	37.32	protein_coding
HORVU2Hr1G029960	chr2H	108974585	108977238	51.83	protein_coding
HORVU5Hr1G097800	chr5H	605592557	605596450	54.57	protein_coding
HORVU7Hr1G037250	chr7H	89092573	89093227	47.02	protein_coding
HORVU5Hr1G121550	chr5H	659712551	659713554	51.29	protein_coding
HORVU5Hr1G089820	chr5H	585431434	585432129	37.64	protein_coding
HORVU5Hr1G112820	chr5H	640347245	640348101	58.46	protein_coding
HORVU1Hr1G077680	chr1H	518159277	518160365	65.75	protein_coding
HORVU7Hr1G058070	chr7H	255333368	255334106	59.81	protein_coding
HORVU6Hr1G016310	chr6H	36562732	36565148	53.79	protein_coding
HORVU2Hr1G023120	chr2H	68478924	68482535	46.84	protein_coding
HORVU5Hr1G119400	chr5H	655659832	655661039	59.6	protein_coding
HORVU5Hr1G093660	chr5H	592424716	592426560	63.31	protein_coding
HORVU7Hr1G001050	chr7H	2303286	2303896	60.72	protein_coding
HORVU7Hr1G022620	chr7H	33328816	33329193	51.85	protein_coding
HORVU5Hr1G073320	chr5H	538329324	538330907	65.91	protein_coding
HORVU7Hr1G086570	chr7H	522443529	522451343	43.95	protein_coding
HORVU5Hr1G079040	chr5H	556286247	556286941	57.12	protein_coding
HORVU5Hr1G112030	chr5H	638032424	638033233	52.35	protein_coding
HORVU6Hr1G009570	chr6H	17086829	17088965	53.35	protein_coding
HORVU7Hr1G067210	chr7H	350608455	350609651	39.26	protein_coding
HORVU5Hr1G082140	chr5H	566530033	566531521	41.77	protein_coding
HORVU5Hr1G095510	chr5H	598449300	598449846	48.45	protein_coding
HORVU5Hr1G085510	chr5H	575065527	575068559	56.08	protein_coding
HORVU7Hr1G082750	chr7H	497913617	497915341	0	nontranslating_CDS
HORVU5Hr1G079170	chr5H	556431605	556433112	41.45	protein_coding
HORVU5Hr1G111520	chr5H	636573063	636574412	56.89	protein_coding
HORVU2Hr1G005650	chr2H	12232966	12244042	40.94	protein_coding
HORVU7Hr1G091000	chr7H	555109073	555110524	70.66	protein_coding
HORVU5Hr1G113150	chr5H	641007057	641007227	46.78	protein_coding
HORVU6Hr1G016250	chr6H	36217741	36218277	49.91	protein_coding
HORVU5Hr1G079260	chr5H	556629379	556629633	40.39	protein_coding
HORVU7Hr1G021880	chr7H	31464738	31467901	48.17	protein_coding
HORVU5Hr1G081530	chr5H	564907814	564908068	42.75	protein_coding
HORVU6Hr1G008790	chr6H	16002003	16002272	48.15	protein_coding
HORVU7Hr1G006720	chr7H	8913056	8913909	43.56	protein_coding
HORVU7Hr1G013380	chr7H	19318109	19318288	47.22	protein_coding
HORVU7Hr1G043530	chr7H	132141003	132142590	60.08	protein_coding
HORVU5Hr1G099970	chr5H	611101997	611104558	42	protein_coding
HORVU6Hr1G018190	chr6H	45278659	45279159	55.89	protein_coding
HORVU5Hr1G080580	chr5H	561658455	561660285	59.42	protein_coding
HORVU7Hr1G041340	chr7H	114158137	114159911	56.56	protein_coding
HORVU6Hr1G011630	chr6H	21434114	21435002	56.58	protein_coding
HORVU5Hr1G113080	chr5H	640838502	640839387	59.71	protein_coding
HORVU1Hr1G092950	chr1H	551836459	551841100	45.13	protein_coding
HORVU7Hr1G086060	chr7H	520466659	520466910	45.63	protein_coding
HORVU6Hr1G001880	chr6H	5535008	5536979	36.97	protein_coding
HORVU7Hr1G061610	chr7H	289652966	289654271	36.68	protein_coding
HORVU5Hr1G122090	chr5H	661221033	661221240	43.27	protein_coding
HORVU7Hr1G028620	chr7H	52628017	52629301	0	nontranslating_CDS
HORVU5Hr1G104730	chr5H	619906320	619907024	0	nontranslating_CDS
HORVU5Hr1G072710	chr5H	536375331	536375695	75.07	protein_coding
HORVU2Hr1G049420	chr2H	281638914	281644771	44.03	protein_coding
HORVU6Hr1G005970	chr6H	13139876	13140784	55.34	protein_coding
HORVU7Hr1G080630	chr7H	478521607	478523139	47.29	protein_coding
HORVU7Hr1G050240	chr7H	180272159	180274371	61	protein_coding
HORVU6Hr1G003730	chr6H	8164345	8165271	50.7	protein_coding
HORVU7Hr1G043820	chr7H	135059209	135059790	53.09	protein_coding
HORVU7Hr1G002170	chr7H	4231349	4233130	45.62	protein_coding
HORVU6Hr1G010150	chr6H	17966412	17967639	0	nontranslating_CDS
HORVU7Hr1G027870	chr7H	49817586	49819529	46.04	protein_coding
HORVU7Hr1G009340	chr7H	12857351	12860275	45.23	protein_coding
HORVU5Hr1G070910	chr5H	530666557	530667361	68.04	protein_coding
HORVU5Hr1G081610	chr5H	565152247	565154028	60.16	protein_coding
