# List of all Hordeum genes mapped on one of the seven chromosomes of the Hv_IBSC_PGSB_v21			
# Chromosome / Start position of the gene (in bp from the origin of the chromosome)			
# with local recombination rate estimates (from MareyMap):  loess with span=0.2 and degree=2			
Gene	Chromosome	Start	Recombination
HORVU1Hr1G065080	1H	465603091	0.42
HORVU1Hr1G018030	1H	63949612	0.05
HORVU1Hr1G015710	1H	47347148	0.15
HORVU1Hr1G018370	1H	67288427	0.09
HORVU1Hr1G094060	1H	554560791	0.67
HORVU1Hr1G042540	1H	308930303	0
HORVU1Hr1G064500	1H	461698713	0.37
HORVU1Hr1G057760	1H	421114338	0.16
HORVU1Hr1G061580	1H	445264920	0.16
HORVU1Hr1G044170	1H	321958647	0
HORVU1Hr1G086790	1H	538135107	1.16
HORVU1Hr1G021040	1H	83937478	0.04
HORVU1Hr1G053650	1H	396667606	0.1
HORVU1Hr1G044880	1H	325991028	0
HORVU1Hr1G009200	1H	20433053	1.18
HORVU1Hr1G010360	1H	23596766	0.96
HORVU1Hr1G060150	1H	437281398	0.19
HORVU1Hr1G017320	1H	58821595	0.03
HORVU1Hr1G061810	1H	446881388	0.17
HORVU1Hr1G024900	1H	118038063	0.01
HORVU1Hr1G003360	1H	7396846	1.8
HORVU1Hr1G053890	1H	397672141	0.11
HORVU1Hr1G044750	1H	324949318	0
HORVU1Hr1G013270	1H	34764212	0.37
HORVU1Hr1G007660	1H	15705476	1.63
HORVU1Hr1G072140	1H	496197194	0.61
HORVU1Hr1G068200	1H	480723628	0.54
HORVU1Hr1G025500	1H	123843639	0.01
HORVU1Hr1G014200	1H	39339230	0.37
HORVU1Hr1G027910	1H	145520661	-0.01
HORVU1Hr1G015420	1H	45222468	0.2
HORVU1Hr1G017660	1H	60907934	0.03
HORVU1Hr1G052400	1H	388495745	0.09
HORVU1Hr1G022670	1H	97050060	0.03
HORVU1Hr1G065340	1H	466949576	0.43
HORVU1Hr1G062930	1H	451909023	0.22
HORVU1Hr1G012960	1H	33342845	0.42
HORVU1Hr1G015610	1H	46653317	0.16
HORVU1Hr1G029060	1H	160840968	-0.01
HORVU1Hr1G003490	1H	7711755	1.79
HORVU1Hr1G055210	1H	404914155	0.12
HORVU1Hr1G064130	1H	458656862	0.33
HORVU1Hr1G088880	1H	542999388	0.89
HORVU1Hr1G002210	1H	4398150	1.9
HORVU1Hr1G024000	1H	106882819	0.02
HORVU1Hr1G025470	1H	123824371	0.01
HORVU1Hr1G041890	1H	301935447	0
HORVU1Hr1G069990	1H	487882055	0.58
HORVU1Hr1G003070	1H	6424810	1.84
HORVU1Hr1G008160	1H	17670647	1.45
HORVU1Hr1G064070	1H	458605721	0.33
HORVU1Hr1G012190	1H	30295692	0.57
HORVU1Hr1G061300	1H	444158125	0.16
HORVU1Hr1G095390	1H	558216056	0.56
HORVU1Hr1G069150	1H	483314324	0.55
HORVU1Hr1G090570	1H	546411012	0.88
HORVU1Hr1G026630	1H	135753557	0
HORVU1Hr1G092930	1H	551804531	0.76
HORVU1Hr1G042420	1H	307022024	0
HORVU1Hr1G010280	1H	23326791	0.98
HORVU1Hr1G090720	1H	546816610	0.87
HORVU1Hr1G073050	1H	500894039	0.63
HORVU1Hr1G041480	1H	296169202	0
HORVU1Hr1G045060	1H	327042759	0
HORVU1Hr1G011780	1H	28590172	0.66
HORVU1Hr1G001050	1H	2551018	1.93
HORVU1Hr1G024180	1H	108240030	0.02
HORVU1Hr1G064230	1H	459591726	0.35
HORVU1Hr1G068490	1H	481461707	0.54
HORVU1Hr1G067720	1H	478760701	0.52
HORVU1Hr1G056160	1H	411693797	0.15
HORVU1Hr1G060720	1H	440838041	0.16
HORVU1Hr1G086230	1H	537025136	1.15
HORVU1Hr1G091500	1H	548628031	0.84
HORVU1Hr1G091320	1H	548044831	0.85
HORVU1Hr1G004910	1H	10236233	1.71
HORVU1Hr1G060200	1H	437509008	0.18
HORVU1Hr1G004030	1H	8619138	1.75
HORVU1Hr1G001390	1H	3183699	1.92
HORVU1Hr1G066930	1H	474884538	0.49
HORVU1Hr1G094210	1H	554774274	0.67
HORVU1Hr1G004970	1H	10747147	1.7
HORVU1Hr1G013700	1H	36739109	0.42
HORVU1Hr1G073570	1H	503690353	0.64
HORVU1Hr1G091010	1H	547258318	0.86
HORVU1Hr1G025380	1H	123293348	0.01
HORVU1Hr1G004800	1H	9950586	1.72
HORVU1Hr1G002480	1H	4996723	1.89
HORVU1Hr1G010110	1H	23013097	1
HORVU1Hr1G049210	1H	364702901	0.05
HORVU1Hr1G056840	1H	416870172	0.15
HORVU1Hr1G066540	1H	473048539	0.47
HORVU1Hr1G045320	1H	329356625	0
HORVU1Hr1G037530	1H	257201694	0
HORVU1Hr1G005450	1H	11941280	1.65
HORVU1Hr1G072420	1H	497472764	0.61
HORVU1Hr1G047430	1H	350741750	0.03
HORVU1Hr1G005230	1H	11457345	1.67
HORVU1Hr1G044160	1H	321878728	0
HORVU1Hr1G086580	1H	537683703	1.16
HORVU1Hr1G022130	1H	92431710	0.03
HORVU1Hr1G009160	1H	20356706	1.19
HORVU1Hr1G086290	1H	537140898	1.16
HORVU1Hr1G050750	1H	376375968	0.07
HORVU1Hr1G013140	1H	33708276	0.41
HORVU1Hr1G026110	1H	130489459	0
HORVU1Hr1G037920	1H	261072793	0
HORVU1Hr1G011030	1H	26219976	0.8
HORVU1Hr1G085410	1H	535504876	1.3
HORVU1Hr1G069440	1H	485513193	0.57
HORVU1Hr1G067880	1H	479564885	0.53
HORVU1Hr1G092610	1H	550830406	0.78
HORVU1Hr1G022500	1H	95736386	0.03
HORVU1Hr1G064720	1H	462906984	0.39
HORVU1Hr1G046410	1H	340632927	0.01
HORVU1Hr1G088930	1H	543065062	0.89
HORVU1Hr1G043320	1H	314694574	0
HORVU1Hr1G059900	1H	435373260	0.14
HORVU1Hr1G068260	1H	480831154	0.54
HORVU1Hr1G087570	1H	539490962	1.07
HORVU1Hr1G042180	1H	304584544	0
HORVU1Hr1G044340	1H	322643665	0
HORVU1Hr1G035350	1H	232415599	0
HORVU1Hr1G047930	1H	355089350	0.03
HORVU1Hr1G045550	1H	330986930	0
HORVU1Hr1G046370	1H	340267298	0.01
HORVU1Hr1G058070	1H	423328206	0.16
HORVU1Hr1G055270	1H	405161212	0.12
HORVU1Hr1G093320	1H	552573895	0.73
HORVU1Hr1G019490	1H	73743483	0.03
HORVU1Hr1G013440	1H	35519293	0.37
HORVU1Hr1G036280	1H	242961406	0
HORVU1Hr1G012170	1H	30252793	0.57
HORVU1Hr1G038380	1H	265817517	0
HORVU1Hr1G092540	1H	550793659	0.79
HORVU1Hr1G047740	1H	352868740	0.03
HORVU1Hr1G088100	1H	540963092	0.96
HORVU1Hr1G018020	1H	63947104	0.05
HORVU1Hr1G002760	1H	5580362	1.87
HORVU1Hr1G051820	1H	384557969	0.08
HORVU1Hr1G001400	1H	3194745	1.92
HORVU1Hr1G063350	1H	454711788	0.26
HORVU1Hr1G066470	1H	472934665	0.47
HORVU1Hr1G030080	1H	171485129	-0.01
HORVU1Hr1G094710	1H	556054660	0.63
HORVU1Hr1G003840	1H	8402402	1.76
HORVU1Hr1G010190	1H	23151513	0.99
HORVU1Hr1G058680	1H	427931886	0.15
HORVU1Hr1G092000	1H	549475883	0.82
HORVU1Hr1G085550	1H	535875167	1.27
HORVU1Hr1G009310	1H	20575796	1.17
HORVU1Hr1G018480	1H	67896513	0.08
HORVU1Hr1G065740	1H	468764308	0.44
HORVU1Hr1G022390	1H	94904006	0.03
HORVU1Hr1G025850	1H	127883596	0
HORVU1Hr1G092360	1H	550471300	0.79
HORVU1Hr1G039570	1H	278258679	0
HORVU1Hr1G029820	1H	166556538	-0.01
HORVU1Hr1G046910	1H	344752938	0.02
HORVU1Hr1G049710	1H	368211759	0.06
HORVU1Hr1G041400	1H	295027780	0
HORVU1Hr1G065390	1H	467086028	0.43
HORVU1Hr1G044070	1H	321671573	0
HORVU1Hr1G072390	1H	497253090	0.61
HORVU1Hr1G029090	1H	161000299	-0.01
HORVU1Hr1G049300	1H	365170602	0.05
HORVU1Hr1G002160	1H	4328190	1.9
HORVU1Hr1G020200	1H	78700758	0.02
HORVU1Hr1G086210	1H	537010907	1.15
HORVU1Hr1G024890	1H	117975467	0.01
HORVU1Hr1G014150	1H	39287461	0.37
HORVU1Hr1G018050	1H	64009152	0.05
HORVU1Hr1G025710	1H	126947721	0
HORVU1Hr1G014270	1H	39452088	0.37
HORVU1Hr1G022810	1H	98741192	0.03
HORVU1Hr1G051070	1H	379122274	0.07
HORVU1Hr1G049130	1H	364486274	0.05
HORVU1Hr1G003560	1H	7855293	1.79
HORVU1Hr1G031900	1H	196322163	-0.01
HORVU1Hr1G086870	1H	538376764	1.15
HORVU1Hr1G006970	1H	13743636	1.57
HORVU1Hr1G014020	1H	38555774	0.4
HORVU1Hr1G010510	1H	24027681	0.93
HORVU1Hr1G089470	1H	543899484	0.89
HORVU1Hr1G020460	1H	80825648	0.03
HORVU1Hr1G069270	1H	484311376	0.56
HORVU1Hr1G090850	1H	547142791	0.87
HORVU1Hr1G087300	1H	539057388	1.11
HORVU1Hr1G060750	1H	440989541	0.16
HORVU1Hr1G063020	1H	452928057	0.23
HORVU1Hr1G018770	1H	69971804	0.06
HORVU1Hr1G057190	1H	418616034	0.16
HORVU1Hr1G023720	1H	105104635	0.02
HORVU1Hr1G020580	1H	81432516	0.03
HORVU1Hr1G042340	1H	305840861	0
HORVU1Hr1G041830	1H	300913960	0
HORVU1Hr1G061670	1H	445823559	0.17
HORVU1Hr1G012700	1H	31932220	0.49
HORVU1Hr1G017370	1H	58848040	0.03
HORVU1Hr1G053150	1H	393187592	0.1
HORVU1Hr1G044630	1H	324345468	0
HORVU1Hr1G069720	1H	486902503	0.58
HORVU1Hr1G023870	1H	106104972	0.02
HORVU1Hr1G046560	1H	341654234	0.01
HORVU1Hr1G045880	1H	334188995	0
HORVU1Hr1G093540	1H	553358124	0.71
HORVU1Hr1G035630	1H	237299286	0
HORVU1Hr1G065760	1H	468787338	0.44
HORVU1Hr1G068770	1H	482065251	0.55
HORVU1Hr1G050590	1H	375285885	0.07
HORVU1Hr1G016760	1H	55812613	0.04
HORVU1Hr1G063150	1H	453739887	0.24
HORVU1Hr1G016610	1H	53849850	0.05
HORVU1Hr1G092350	1H	550456375	0.79
HORVU1Hr1G000930	1H	2429752	1.93
HORVU1Hr1G094200	1H	554772431	0.67
HORVU1Hr1G024800	1H	116828743	0.01
HORVU1Hr1G057400	1H	419324330	0.16
HORVU1Hr1G068420	1H	481301902	0.54
HORVU1Hr1G069160	1H	483315355	0.55
HORVU1Hr1G017840	1H	61636807	0.03
HORVU1Hr1G050280	1H	372848877	0.07
HORVU1Hr1G088020	1H	540796201	0.97
HORVU1Hr1G052000	1H	385463003	0.08
HORVU1Hr1G094230	1H	554817193	0.67
HORVU1Hr1G059540	1H	433854611	0.12
HORVU1Hr1G005430	1H	11822459	1.65
HORVU1Hr1G043450	1H	315520107	0
HORVU1Hr1G025830	1H	127734266	0
HORVU1Hr1G086780	1H	538129366	1.16
HORVU1Hr1G031500	1H	189909485	-0.01
HORVU1Hr1G052180	1H	387107522	0.09
HORVU1Hr1G086810	1H	538165445	1.16
HORVU1Hr1G068150	1H	480321367	0.53
HORVU1Hr1G037610	1H	257542867	0
HORVU1Hr1G014710	1H	41010020	0.31
HORVU1Hr1G020430	1H	80487032	0.02
HORVU1Hr1G008150	1H	17623756	1.46
HORVU1Hr1G052980	1H	391654087	0.09
HORVU1Hr1G040740	1H	287942270	0
HORVU1Hr1G055500	1H	406470519	0.13
HORVU1Hr1G026960	1H	139122758	0
HORVU1Hr1G026180	1H	130661097	0
HORVU1Hr1G037960	1H	261093501	0
HORVU1Hr1G009380	1H	20767506	1.16
HORVU1Hr1G028510	1H	155820982	-0.01
HORVU1Hr1G053800	1H	397063653	0.11
HORVU1Hr1G060380	1H	438978472	0.17
HORVU1Hr1G067750	1H	478955529	0.52
HORVU1Hr1G011110	1H	26240882	0.8
HORVU1Hr1G009180	1H	20387532	1.18
HORVU1Hr1G060400	1H	438992135	0.17
HORVU1Hr1G020060	1H	77584846	0.02
HORVU1Hr1G090230	1H	545595688	0.89
HORVU1Hr1G072380	1H	497251503	0.61
HORVU1Hr1G045870	1H	334185130	0
HORVU1Hr1G022880	1H	99301912	0.03
HORVU1Hr1G072840	1H	499252785	0.62
HORVU1Hr1G022570	1H	96478835	0.03
HORVU1Hr1G090910	1H	547173401	0.87
HORVU1Hr1G004870	1H	10194825	1.71
HORVU1Hr1G059290	1H	432227376	0.11
HORVU1Hr1G003620	1H	8066300	1.78
HORVU1Hr1G087800	1H	540194117	1.01
HORVU1Hr1G044610	1H	324343404	0
HORVU1Hr1G017530	1H	59713423	0.03
HORVU1Hr1G030220	1H	172997944	-0.01
HORVU1Hr1G048500	1H	359805435	0.04
HORVU1Hr1G026880	1H	139055284	0
HORVU1Hr1G030960	1H	183410379	-0.01
HORVU1Hr1G033300	1H	211408739	-0.01
HORVU1Hr1G058300	1H	425655815	0.16
HORVU1Hr1G068280	1H	480845587	0.54
HORVU1Hr1G016240	1H	50159972	0.1
HORVU1Hr1G034750	1H	224711548	-0.01
HORVU1Hr1G025970	1H	129628027	0
HORVU1Hr1G048930	1H	363421951	0.05
HORVU1Hr1G092150	1H	549808830	0.81
HORVU1Hr1G066380	1H	472612801	0.47
HORVU1Hr1G041430	1H	295452197	0
HORVU1Hr1G086480	1H	537549795	1.16
HORVU1Hr1G067170	1H	476870501	0.51
HORVU1Hr1G014050	1H	38810334	0.39
HORVU1Hr1G036760	1H	248935088	0
HORVU1Hr1G059640	1H	434452739	0.13
HORVU1Hr1G018350	1H	67030513	0.08
HORVU1Hr1G064820	1H	463274513	0.39
HORVU1Hr1G046810	1H	343686004	0.01
HORVU1Hr1G070640	1H	490702056	0.59
HORVU1Hr1G012290	1H	30835492	0.54
HORVU1Hr1G069300	1H	484568197	0.56
HORVU1Hr1G026480	1H	132849363	0
HORVU1Hr1G086610	1H	537729035	1.16
HORVU1Hr1G089310	1H	543500069	0.89
HORVU1Hr1G040310	1H	284580560	0
HORVU1Hr1G064320	1H	460481037	0.36
HORVU1Hr1G037970	1H	261200982	0
HORVU1Hr1G087220	1H	538969110	1.12
HORVU1Hr1G014560	1H	40357118	0.34
HORVU1Hr1G090890	1H	547168682	0.87
HORVU1Hr1G035660	1H	237751240	0
HORVU1Hr1G051040	1H	378637662	0.07
HORVU1Hr1G055110	1H	404489010	0.12
HORVU1Hr1G009140	1H	20345513	1.19
HORVU1Hr1G043140	1H	313563174	0
HORVU1Hr1G040320	1H	284946571	0
HORVU1Hr1G037910	1H	261071229	0
HORVU1Hr1G092780	1H	551514417	0.77
HORVU1Hr1G048920	1H	363401053	0.05
HORVU1Hr1G093080	1H	552236872	0.74
HORVU1Hr1G018340	1H	66924826	0.08
HORVU1Hr1G023250	1H	101683881	0.02
HORVU1Hr1G039440	1H	276747798	0
HORVU1Hr1G019870	1H	75398304	0.03
HORVU1Hr1G060410	1H	438993915	0.17
HORVU1Hr1G071850	1H	494993135	0.61
HORVU1Hr1G073460	1H	503311657	0.64
HORVU1Hr1G015840	1H	48503863	0.13
HORVU1Hr1G009520	1H	21225599	1.12
HORVU1Hr1G069670	1H	486682416	0.57
HORVU1Hr1G089240	1H	543219215	0.89
HORVU1Hr1G095090	1H	557118354	0.6
HORVU1Hr1G023730	1H	105456923	0.02
HORVU1Hr1G011860	1H	28887974	0.64
HORVU1Hr1G017550	1H	59729558	0.03
HORVU1Hr1G015540	1H	46149523	0.17
HORVU1Hr1G065160	1H	466146217	0.42
HORVU1Hr1G094650	1H	555957570	0.63
HORVU1Hr1G086850	1H	538354329	1.15
HORVU1Hr1G088070	1H	540875965	0.96
HORVU1Hr1G011360	1H	27356828	0.73
HORVU1Hr1G015240	1H	44073265	0.23
HORVU1Hr1G051560	1H	382299770	0.08
HORVU1Hr1G010350	1H	23581094	0.96
HORVU1Hr1G017930	1H	62126957	0.04
HORVU1Hr1G073310	1H	502679642	0.64
HORVU1Hr1G007100	1H	14039870	1.59
HORVU1Hr1G066080	1H	470308835	0.45
HORVU1Hr1G002860	1H	5892556	1.86
HORVU1Hr1G051340	1H	380680606	0.08
HORVU1Hr1G070880	1H	491859173	0.6
HORVU1Hr1G040920	1H	289308928	0
HORVU1Hr1G040140	1H	284282244	0
HORVU1Hr1G023670	1H	104961244	0.02
HORVU1Hr1G022000	1H	90997399	0.03
HORVU1Hr1G012130	1H	30134660	0.58
HORVU1Hr1G040640	1H	287037220	0
HORVU1Hr1G047360	1H	349995424	0.03
HORVU1Hr1G048150	1H	355736552	0.03
HORVU1Hr1G002410	1H	4762948	1.89
HORVU1Hr1G090100	1H	545321477	0.89
HORVU1Hr1G028850	1H	159153905	-0.01
HORVU1Hr1G024090	1H	107444533	0.02
HORVU1Hr1G058010	1H	423122710	0.16
HORVU1Hr1G020800	1H	82780867	0.03
HORVU1Hr1G062220	1H	448604875	0.18
HORVU1Hr1G010790	1H	25054403	0.87
HORVU1Hr1G064350	1H	460728268	0.36
HORVU1Hr1G073260	1H	502162131	0.63
HORVU1Hr1G063790	1H	457300809	0.31
HORVU1Hr1G073120	1H	501127364	0.63
HORVU1Hr1G051400	1H	380919406	0.08
HORVU1Hr1G004560	1H	9388301	1.73
HORVU1Hr1G003430	1H	7488854	1.8
HORVU1Hr1G011960	1H	29796142	0.6
HORVU1Hr1G026620	1H	135748402	0
HORVU1Hr1G034370	1H	220283278	-0.01
HORVU1Hr1G030420	1H	174528257	-0.01
HORVU1Hr1G023130	1H	101341395	0.02
HORVU1Hr1G041260	1H	293793270	0
HORVU1Hr1G038870	1H	270792753	0
HORVU1Hr1G009460	1H	21037590	1.14
HORVU1Hr1G093710	1H	553803879	0.69
HORVU1Hr1G012800	1H	32302698	0.47
HORVU1Hr1G065200	1H	466260852	0.42
HORVU1Hr1G085840	1H	536400548	1.21
HORVU1Hr1G086750	1H	538027910	1.16
HORVU1Hr1G067850	1H	479554328	0.53
HORVU1Hr1G058310	1H	425726379	0.16
HORVU1Hr1G017480	1H	59558212	0.03
HORVU1Hr1G085450	1H	535587281	1.29
HORVU1Hr1G065350	1H	466950463	0.43
HORVU1Hr1G037280	1H	253688200	0
HORVU1Hr1G086020	1H	536643095	1.18
HORVU1Hr1G063230	1H	454096970	0.25
HORVU1Hr1G045850	1H	333893393	0
HORVU1Hr1G012220	1H	30581853	0.55
HORVU1Hr1G092180	1H	549834142	0.81
HORVU1Hr1G039620	1H	278557348	0
HORVU1Hr1G002810	1H	5740946	1.86
HORVU1Hr1G056930	1H	417615369	0.15
HORVU1Hr1G068040	1H	480002056	0.53
HORVU1Hr1G036590	1H	244991330	0
HORVU1Hr1G012940	1H	33114312	0.43
HORVU1Hr1G018360	1H	67255183	0.09
HORVU1Hr1G048950	1H	363484644	0.05
HORVU1Hr1G090180	1H	545498648	0.89
HORVU1Hr1G009350	1H	20754036	1.16
HORVU1Hr1G035290	1H	231998067	0
HORVU1Hr1G016720	1H	55486897	0.04
HORVU1Hr1G064790	1H	463250054	0.39
HORVU1Hr1G053740	1H	396909035	0.1
HORVU1Hr1G025090	1H	119712992	0.01
HORVU1Hr1G015300	1H	44274377	0.22
HORVU1Hr1G087990	1H	540761572	0.97
HORVU1Hr1G067430	1H	478060679	0.52
HORVU1Hr1G015920	1H	48883886	0.12
HORVU1Hr1G088130	1H	540989656	0.96
HORVU1Hr1G020380	1H	79595404	0.02
HORVU1Hr1G093580	1H	553497176	0.7
HORVU1Hr1G085310	1H	535348266	1.31
HORVU1Hr1G014590	1H	40474878	0.33
HORVU1Hr1G056320	1H	413581224	0.15
HORVU1Hr1G039780	1H	279915677	0
HORVU1Hr1G013740	1H	37114344	0.45
HORVU1Hr1G044510	1H	323410098	0
HORVU1Hr1G070790	1H	491337576	0.6
HORVU1Hr1G022270	1H	93698275	0.03
HORVU1Hr1G053950	1H	398309712	0.11
HORVU1Hr1G017230	1H	58332650	0.03
HORVU1Hr1G023740	1H	105458147	0.02
HORVU1Hr1G088450	1H	541766639	0.92
HORVU1Hr1G071000	1H	492034065	0.6
HORVU1Hr1G029370	1H	163286352	-0.01
HORVU1Hr1G038510	1H	267633848	0
HORVU1Hr1G052750	1H	390680591	0.09
HORVU1Hr1G009010	1H	20111975	1.2
HORVU1Hr1G016960	1H	57159229	0.03
HORVU1Hr1G009390	1H	20780303	1.15
HORVU1Hr1G049930	1H	369756019	0.06
HORVU1Hr1G094000	1H	554473152	0.67
HORVU1Hr1G089760	1H	544741794	0.9
HORVU1Hr1G056400	1H	413857103	0.14
HORVU1Hr1G067160	1H	476758262	0.51
HORVU1Hr1G006930	1H	13687375	1.56
HORVU1Hr1G010600	1H	24518382	0.9
HORVU1Hr1G048390	1H	357906531	0.04
HORVU1Hr1G050760	1H	376378591	0.07
HORVU1Hr1G072250	1H	496810598	0.61
HORVU1Hr1G020480	1H	80844666	0.03
HORVU1Hr1G015750	1H	48047373	0.13
HORVU1Hr1G047060	1H	347014610	0.02
HORVU1Hr1G089850	1H	544924793	0.9
HORVU1Hr1G040070	1H	283513963	0
HORVU1Hr1G004610	1H	9570365	1.73
HORVU1Hr1G063880	1H	457757474	0.32
HORVU1Hr1G093030	1H	552234515	0.74
HORVU1Hr1G047010	1H	346439850	0.02
HORVU1Hr1G023650	1H	104873029	0.02
HORVU1Hr1G069140	1H	483083478	0.55
HORVU1Hr1G020340	1H	79062696	0.02
HORVU1Hr1G042610	1H	309273518	0
HORVU1Hr1G036620	1H	245817929	0
HORVU1Hr1G062250	1H	448693518	0.18
HORVU1Hr1G019140	1H	72283743	0.04
HORVU1Hr1G027350	1H	139315446	0
HORVU1Hr1G068590	1H	481665123	0.54
HORVU1Hr1G039030	1H	272572559	0
HORVU1Hr1G029280	1H	163242071	-0.01
HORVU1Hr1G026870	1H	139045230	0
HORVU1Hr1G009550	1H	21396415	1.11
HORVU1Hr1G008270	1H	17919392	1.41
HORVU1Hr1G053920	1H	398155401	0.11
HORVU1Hr1G005130	1H	11203119	1.68
HORVU1Hr1G011980	1H	29866368	0.59
HORVU1Hr1G058180	1H	424601544	0.16
HORVU1Hr1G023180	1H	101409419	0.02
HORVU1Hr1G045510	1H	330734192	0
HORVU1Hr1G029900	1H	167687521	-0.01
HORVU1Hr1G006850	1H	13572523	1.55
HORVU1Hr1G053110	1H	393141355	0.1
HORVU1Hr1G037090	1H	252167412	0
HORVU1Hr1G062730	1H	451297786	0.21
HORVU1Hr1G032940	1H	205207676	-0.01
HORVU1Hr1G067780	1H	478995908	0.52
HORVU1Hr1G040370	1H	285165713	0
HORVU1Hr1G031610	1H	192501564	-0.01
HORVU1Hr1G093830	1H	554124605	0.68
HORVU1Hr1G061740	1H	446339121	0.17
HORVU1Hr1G051640	1H	382728504	0.08
HORVU1Hr1G063990	1H	457999782	0.32
HORVU1Hr1G010960	1H	25966719	0.81
HORVU1Hr1G019830	1H	75384811	0.03
HORVU1Hr1G006350	1H	13231548	1.57
HORVU1Hr1G010990	1H	26088691	0.8
HORVU1Hr1G006750	1H	13396127	1.56
HORVU1Hr1G093630	1H	553603491	0.7
HORVU1Hr1G024050	1H	106930822	0.02
HORVU1Hr1G048010	1H	355348711	0.03
HORVU1Hr1G026150	1H	130569997	0
HORVU1Hr1G093900	1H	554283037	0.68
HORVU1Hr1G056920	1H	417351185	0.15
HORVU1Hr1G042330	1H	305832887	0
HORVU1Hr1G001080	1H	2578526	1.93
HORVU1Hr1G011200	1H	26711000	0.77
HORVU1Hr1G093910	1H	554362488	0.68
HORVU1Hr1G048300	1H	356507353	0.03
HORVU1Hr1G086310	1H	537144599	1.16
HORVU1Hr1G002660	1H	5239630	1.88
HORVU1Hr1G024770	1H	116387863	0.01
HORVU1Hr1G038250	1H	264112388	0
HORVU1Hr1G023010	1H	100183756	0.03
HORVU1Hr1G071370	1H	492954001	0.6
HORVU1Hr1G007880	1H	16907076	1.55
HORVU1Hr1G089350	1H	543534102	0.89
HORVU1Hr1G059620	1H	434442926	0.13
HORVU1Hr1G011060	1H	26227687	0.8
HORVU1Hr1G066560	1H	473254276	0.48
HORVU1Hr1G004000	1H	8528347	1.76
HORVU1Hr1G050080	1H	371626726	0.06
HORVU1Hr1G059770	1H	434833502	0.14
HORVU1Hr1G072090	1H	496009174	0.61
HORVU1Hr1G027410	1H	139694725	0
HORVU1Hr1G058460	1H	427024630	0.16
HORVU1Hr1G065060	1H	465589756	0.42
HORVU1Hr1G027190	1H	139193387	0
HORVU1Hr1G060110	1H	437159294	0.18
HORVU1Hr1G095220	1H	557944582	0.57
HORVU1Hr1G033610	1H	215459453	-0.01
HORVU1Hr1G029050	1H	160839895	-0.01
HORVU1Hr1G031570	1H	191484662	-0.01
HORVU1Hr1G044800	1H	325201024	0
HORVU1Hr1G022420	1H	95033668	0.03
HORVU1Hr1G037160	1H	252853117	0
HORVU1Hr1G009800	1H	22031182	1.07
HORVU1Hr1G013180	1H	33844239	0.4
HORVU1Hr1G028650	1H	156941104	-0.01
HORVU1Hr1G026860	1H	139044178	0
HORVU1Hr1G008670	1H	18905892	1.29
HORVU1Hr1G094270	1H	554879651	0.66
HORVU1Hr1G072720	1H	498707615	0.62
HORVU1Hr1G085540	1H	535871052	1.27
HORVU1Hr1G065580	1H	467953410	0.44
HORVU1Hr1G032770	1H	202373139	-0.01
HORVU1Hr1G068460	1H	481453482	0.54
HORVU1Hr1G014410	1H	40004313	0.35
HORVU1Hr1G072300	1H	497034138	0.61
HORVU1Hr1G057320	1H	418964681	0.16
HORVU1Hr1G010720	1H	24698530	0.89
HORVU1Hr1G012890	1H	32546726	0.46
HORVU1Hr1G017920	1H	62113826	0.04
HORVU1Hr1G001480	1H	3453090	1.91
HORVU1Hr1G049030	1H	364128763	0.05
HORVU1Hr1G029350	1H	163281187	-0.01
HORVU1Hr1G046080	1H	336338678	0.01
HORVU1Hr1G000400	1H	1232043	1.96
HORVU1Hr1G027280	1H	139242017	0
HORVU1Hr1G040300	1H	284579816	0
HORVU1Hr1G047670	1H	352221978	0.03
HORVU1Hr1G030550	1H	176444703	-0.01
HORVU1Hr1G063270	1H	454211441	0.25
HORVU1Hr1G091720	1H	548930048	0.83
HORVU1Hr1G065500	1H	467542084	0.43
HORVU1Hr1G054170	1H	399902214	0.11
HORVU1Hr1G037550	1H	257402640	0
HORVU1Hr1G011430	1H	27635089	0.71
HORVU1Hr1G080980	1H	526785895	1.07
HORVU1Hr1G014010	1H	38531416	0.4
HORVU1Hr1G005790	1H	12553917	1.61
HORVU1Hr1G024060	1H	107289291	0.02
HORVU1Hr1G004720	1H	9795076	1.72
HORVU1Hr1G025160	1H	120864470	0.01
HORVU1Hr1G061600	1H	445556868	0.17
HORVU1Hr1G017380	1H	58852496	0.03
HORVU1Hr1G004400	1H	9121565	1.74
HORVU1Hr1G057600	1H	420355366	0.16
HORVU1Hr1G053260	1H	393706442	0.1
HORVU1Hr1G031010	1H	184220641	-0.01
HORVU1Hr1G072590	1H	498353919	0.62
HORVU1Hr1G044960	1H	326523717	0
HORVU1Hr1G054560	1H	402878801	0.12
HORVU1Hr1G005390	1H	11688713	1.66
HORVU1Hr1G063560	1H	456201045	0.29
HORVU1Hr1G008810	1H	19369458	1.26
HORVU1Hr1G045360	1H	329698581	0
HORVU1Hr1G017970	1H	63226660	0.04
HORVU1Hr1G024580	1H	114023249	0.01
HORVU1Hr1G041280	1H	293855446	0
HORVU1Hr1G083520	1H	531958054	1.41
HORVU1Hr1G058230	1H	425177295	0.16
HORVU1Hr1G046090	1H	336701326	0.01
HORVU1Hr1G043710	1H	317855798	0
HORVU1Hr1G067950	1H	479719345	0.53
HORVU1Hr1G075150	1H	509976502	0.74
