#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	3H	SCRI_RS_169606	221851139	51.2	TRUE												
Hordeum	3H	SCRI_RS_170206	610610389	90.6	TRUE												
Hordeum	3H	SCRI_RS_170626	36777550	38	TRUE												
Hordeum	3H	SCRI_RS_171062	561432432	68.2	TRUE												
Hordeum	3H	SCRI_RS_171415	559800633	67.9	TRUE												
Hordeum	3H	SCRI_RS_171837	521211955	59.4	TRUE												
Hordeum	3H	SCRI_RS_172357	670444279	137.6	TRUE												
Hordeum	3H	SCRI_RS_172730	595863456	83.1	TRUE												
Hordeum	3H	SCRI_RS_173186	498134722	55.1	TRUE												
Hordeum	3H	SCRI_RS_173348	421028448	51.6	TRUE												
Hordeum	3H	SCRI_RS_173491	2664585	1.9	TRUE												
Hordeum	3H	SCRI_RS_173623	676737115	142.2	TRUE												
Hordeum	3H	SCRI_RS_173916	208364495	51.2	TRUE												
Hordeum	3H	SCRI_RS_174067	605220939	88.2	TRUE												
Hordeum	3H	SCRI_RS_174383	691237	0	TRUE												
Hordeum	3H	SCRI_RS_174979	36771757	38	TRUE												
Hordeum	3H	SCRI_RS_174984	36771559	38	TRUE												
Hordeum	3H	SCRI_RS_175038	657455099	127.3	TRUE												
Hordeum	3H	SCRI_RS_175073	160585964	49.6	TRUE												
Hordeum	3H	SCRI_RS_175220	662688946	131.7	TRUE												
Hordeum	3H	SCRI_RS_175771	505436240	55.8	TRUE												
Hordeum	3H	SCRI_RS_175886	559696505	67.8	TRUE												
Hordeum	3H	SCRI_RS_176023	376566701	51.6	TRUE												
Hordeum	3H	SCRI_RS_176108	681466591	143.5	TRUE												
Hordeum	3H	SCRI_RS_177084	25260299	24.7	TRUE												
Hordeum	3H	SCRI_RS_177313	657713242	127.3	TRUE												
Hordeum	3H	SCRI_RS_178618	574621244	73.2	TRUE												
Hordeum	3H	SCRI_RS_178836	694301491	154.9	TRUE												
Hordeum	3H	SCRI_RS_178900	352961796	51.3	TRUE												
Hordeum	3H	SCRI_RS_178907	525394621	59.6	TRUE												
Hordeum	3H	SCRI_RS_178915	68836755	46.2	TRUE												
Hordeum	3H	SCRI_RS_179275	501044310	55.5	TRUE												
Hordeum	3H	SCRI_RS_1793	665460431	133.3	TRUE												
Hordeum	3H	SCRI_RS_179447	670444279	137.6	TRUE												
Hordeum	3H	SCRI_RS_1799	511251374	57.4	TRUE												
Hordeum	3H	SCRI_RS_180027	644960487	117.6	TRUE												
Hordeum	3H	SCRI_RS_180343	4180617	3.1	TRUE												
Hordeum	3H	SCRI_RS_1804	602779	0.1	TRUE												
Hordeum	3H	SCRI_RS_180847	682742137	145.3	TRUE												
Hordeum	3H	SCRI_RS_181071	632321083	108.6	TRUE												
Hordeum	3H	SCRI_RS_181164	35075326	37.6	TRUE												
Hordeum	3H	SCRI_RS_182014	585703165	76.3	TRUE												
Hordeum	3H	SCRI_RS_182061	538029556	61.9	TRUE												
Hordeum	3H	SCRI_RS_182209	520179675	59.3	TRUE												
Hordeum	3H	SCRI_RS_182282	378244754	51.6	TRUE												
Hordeum	3H	SCRI_RS_182328	507024332	56.4	TRUE												
Hordeum	3H	SCRI_RS_182479	75513792	46.2	TRUE												
Hordeum	3H	SCRI_RS_182610	667571548	135.5	TRUE												
Hordeum	3H	SCRI_RS_183550	661701428	131.6	TRUE												
Hordeum	3H	SCRI_RS_183659	541043610	62.7	TRUE												
Hordeum	3H	SCRI_RS_184261	694364839	154.9	TRUE												
Hordeum	3H	SCRI_RS_184593	667174137	135.3	TRUE												
Hordeum	3H	SCRI_RS_184857	14537617	11.5	TRUE												
Hordeum	3H	SCRI_RS_185596	76092140	46.2	TRUE												
Hordeum	3H	SCRI_RS_186102	491850614	54.5	TRUE												
Hordeum	3H	SCRI_RS_186341	208365969	51.2	TRUE												
Hordeum	3H	SCRI_RS_186504	357118532	51.6	TRUE												
Hordeum	3H	SCRI_RS_186923	409456456	51.6	TRUE												
Hordeum	3H	SCRI_RS_187742	667571002	135.5	TRUE												
Hordeum	3H	SCRI_RS_187887	540511462	62.5	TRUE												
Hordeum	3H	SCRI_RS_187928	616729201	96.3	TRUE												
Hordeum	3H	SCRI_RS_188420	681822299	143.9	TRUE												
Hordeum	3H	SCRI_RS_189039	558790971	67.5	TRUE												
Hordeum	3H	SCRI_RS_189045	88695597	46.9	TRUE												
Hordeum	3H	SCRI_RS_189161	650050483	120.7	TRUE												
Hordeum	3H	SCRI_RS_189167	395203171	51.6	TRUE												
Hordeum	3H	SCRI_RS_189757	24614927	23.9	TRUE												
Hordeum	3H	SCRI_RS_190002	598407	0	TRUE												
Hordeum	3H	SCRI_RS_190676	567671682	69	TRUE												
Hordeum	3H	SCRI_RS_192352	19018172	17.8	TRUE												
Hordeum	3H	SCRI_RS_192360	627260285	104.5	TRUE												
Hordeum	3H	SCRI_RS_192761	596549718	83.8	TRUE												
Hordeum	3H	SCRI_RS_193132	626797877	104.3	TRUE												
Hordeum	3H	SCRI_RS_194148	658352618	128	TRUE												
Hordeum	3H	SCRI_RS_194527	687584073	148.4	TRUE												
Hordeum	3H	SCRI_RS_194531	32875424	36.9	TRUE												
Hordeum	3H	SCRI_RS_194602	547846677	63.9	TRUE												
Hordeum	3H	SCRI_RS_196189	398401368	51.6	TRUE												
Hordeum	3H	SCRI_RS_197825	507866026	56.7	TRUE												
Hordeum	3H	SCRI_RS_198609	594475815	81	TRUE												
Hordeum	3H	SCRI_RS_199922	584055817	75.7	TRUE												
Hordeum	3H	SCRI_RS_199987	44046316	40.7	TRUE												
Hordeum	3H	SCRI_RS_200042	512190311	57.4	TRUE												
Hordeum	3H	SCRI_RS_200508	530323891	60.8	TRUE												
Hordeum	3H	SCRI_RS_200512	34674016	37.5	TRUE												
Hordeum	3H	SCRI_RS_201075	673609091	139.6	TRUE												
Hordeum	3H	SCRI_RS_202428	653358328	122.6	TRUE												
Hordeum	3H	SCRI_RS_202772	568146912	70.2	TRUE												
Hordeum	3H	SCRI_RS_203164	688998030	149.6	TRUE												
Hordeum	3H	SCRI_RS_203905	630680390	107.8	TRUE												
Hordeum	3H	SCRI_RS_204057	139185138	49.3	TRUE												
Hordeum	3H	SCRI_RS_204491	530329100	60.8	TRUE												
Hordeum	3H	SCRI_RS_205592	664074368	132.4	TRUE												
Hordeum	3H	SCRI_RS_205663	671496279	138.2	TRUE												
Hordeum	3H	SCRI_RS_205711	84066357	46.3	TRUE												
Hordeum	3H	SCRI_RS_205957	670387744	137.5	TRUE												
Hordeum	3H	SCRI_RS_206471	582494906	75.2	TRUE												
Hordeum	3H	SCRI_RS_206483	678513783	142.6	TRUE												
Hordeum	3H	SCRI_RS_206510	625621453	103.8	TRUE												
Hordeum	3H	SCRI_RS_207066	420068125	51.6	TRUE												
Hordeum	3H	SCRI_RS_207180	212019507	51.2	TRUE												
Hordeum	3H	SCRI_RS_207228	2334844	1.6	TRUE												
Hordeum	3H	SCRI_RS_207408	559146297	67.6	TRUE												
Hordeum	3H	SCRI_RS_208297	654548238	123.2	TRUE												
Hordeum	3H	SCRI_RS_208373	559798472	67.9	TRUE												
Hordeum	3H	SCRI_RS_208633	666297523	133.4	TRUE												
Hordeum	3H	SCRI_RS_208662	574659697	73	TRUE												
Hordeum	3H	SCRI_RS_208688	655178722	125.8	TRUE												
Hordeum	3H	SCRI_RS_208722	670706681	137.6	TRUE												
Hordeum	3H	SCRI_RS_209312	17419435	14.9	TRUE												
Hordeum	3H	SCRI_RS_211224	520311558	59.3	TRUE												
Hordeum	3H	SCRI_RS_211929	618836068	96.7	TRUE												
Hordeum	3H	SCRI_RS_211943	39448680	39.6	TRUE												
Hordeum	3H	SCRI_RS_212974	397762125	51.6	TRUE												
Hordeum	3H	SCRI_RS_213411	373102491	51.6	TRUE												
Hordeum	3H	SCRI_RS_213902	408271511	51.6	TRUE												
Hordeum	3H	SCRI_RS_213950	656385446	126.7	TRUE												
Hordeum	3H	SCRI_RS_214280	17362409	15.2	TRUE												
Hordeum	3H	SCRI_RS_214807	505435655	55.8	TRUE												
Hordeum	3H	SCRI_RS_215085	353175558	51.3	TRUE												
Hordeum	3H	SCRI_RS_216164	1325058	0	TRUE												
Hordeum	3H	SCRI_RS_218235	76051278	46.2	TRUE												
Hordeum	3H	SCRI_RS_219247	101184493	47.3	TRUE												
Hordeum	3H	SCRI_RS_219354	395633867	51.6	TRUE												
Hordeum	3H	SCRI_RS_219733	590364982	77.7	TRUE												
Hordeum	3H	SCRI_RS_219894	566004410	68.4	TRUE												
Hordeum	3H	SCRI_RS_220192	535469596	61.8	TRUE												
Hordeum	3H	SCRI_RS_221787	616703523	96.3	TRUE												
Hordeum	3H	SCRI_RS_221869	659508248	128.6	TRUE												
Hordeum	3H	SCRI_RS_221896	362488437	51.6	TRUE												
Hordeum	3H	SCRI_RS_221981	549884577	64.3	TRUE												
Hordeum	3H	SCRI_RS_222735	212834873	51.2	TRUE												
Hordeum	3H	SCRI_RS_222975	26687418	25.5	TRUE												
Hordeum	3H	SCRI_RS_223097	567955441	69.9	TRUE												
Hordeum	3H	SCRI_RS_223611	566989034	68.3	TRUE												
Hordeum	3H	SCRI_RS_223894	209056543	51.2	TRUE												
Hordeum	3H	SCRI_RS_224360	539228371	62	TRUE												
Hordeum	3H	SCRI_RS_224468	676333295	142.1	TRUE												
Hordeum	3H	SCRI_RS_225522	542642217	62.8	TRUE												
Hordeum	3H	SCRI_RS_225537	411943940	51.6	TRUE												
Hordeum	3H	SCRI_RS_225540	536074314	61.9	TRUE												
Hordeum	3H	SCRI_RS_225641	617765531	96.5	TRUE												
Hordeum	3H	SCRI_RS_227472	596710913	84	TRUE												
Hordeum	3H	SCRI_RS_227793	54406932	45.4	TRUE												
Hordeum	3H	SCRI_RS_227898	564870387	68.2	TRUE												
Hordeum	3H	SCRI_RS_228486	609230514	90.4	TRUE												
Hordeum	3H	SCRI_RS_229593	608448444	90	TRUE												
Hordeum	3H	SCRI_RS_229623	681829771	144.1	TRUE												
Hordeum	3H	SCRI_RS_229693	48645908	43.9	TRUE												
Hordeum	3H	SCRI_RS_229894	22998726	20.4	TRUE												
Hordeum	3H	SCRI_RS_230023	679264618	142.9	TRUE												
Hordeum	3H	SCRI_RS_230069	621152317	98.7	TRUE												
Hordeum	3H	SCRI_RS_230096	80216924	46.2	TRUE												
Hordeum	3H	SCRI_RS_230717	688373853	148.7	TRUE												
Hordeum	3H	SCRI_RS_230975	517643390	59	TRUE												
Hordeum	3H	SCRI_RS_231007	605583632	88.2	TRUE												
Hordeum	3H	SCRI_RS_231031	526005629	59.6	TRUE												
Hordeum	3H	SCRI_RS_231261	33558947	37	TRUE												
Hordeum	3H	SCRI_RS_231362	586266594	76.3	TRUE												
Hordeum	3H	SCRI_RS_231382	659977855	128.8	TRUE												
Hordeum	3H	SCRI_RS_231801	515466691	58	TRUE												
Hordeum	3H	SCRI_RS_232895	525869415	59.6	TRUE												
Hordeum	3H	SCRI_RS_235065	538152895	61.9	TRUE												
Hordeum	3H	SCRI_RS_235332	2374886	1.6	TRUE												
Hordeum	3H	SCRI_RS_235791	618832341	96.7	TRUE												
Hordeum	3H	SCRI_RS_235849	596708936	83.9	TRUE												
Hordeum	3H	SCRI_RS_236448	507869240	56.7	TRUE												
Hordeum	3H	SCRI_RS_236603	694324703	154.8	TRUE												
Hordeum	3H	SCRI_RS_237716	362275954	51.6	TRUE												
Hordeum	3H	SCRI_RS_237734	620822500	98.5	TRUE												
Hordeum	3H	SCRI_RS_237738	694105410	154.9	TRUE												
Hordeum	3H	SCRI_RS_237761	39480989	39.5	TRUE												
Hordeum	3H	SCRI_RS_237846	643145598	117	TRUE												
Hordeum	3H	SCRI_RS_237939	543465095	63	TRUE												
Hordeum	3H	SCRI_RS_238114	428086129	51.8	TRUE												
Hordeum	3H	SCRI_RS_238157	566001591	68.6	TRUE												
Hordeum	3H	SCRI_RS_238255	670411308	137.6	TRUE												
Hordeum	3H	SCRI_RS_238430	611185183	90.9	TRUE												
Hordeum	3H	SCRI_RS_238625	219975543	51.2	TRUE												
Hordeum	3H	SCRI_RS_238981	520182440	59.3	TRUE												
Hordeum	3H	SCRI_RS_239142	11976684	9.6	TRUE												
Hordeum	3H	SCRI_RS_239964	415694321	51.6	TRUE												
Hordeum	3H	SCRI_RS_24545	657223041	127.3	TRUE												
Hordeum	3H	SCRI_RS_2523	387318876	51.6	TRUE												
Hordeum	3H	SCRI_RS_27538	560660071	68.1	TRUE												
Hordeum	3H	SCRI_RS_3125	607993064	89.9	TRUE												
Hordeum	3H	SCRI_RS_3352	611186310	90.9	TRUE												
Hordeum	3H	SCRI_RS_4528	32582195	36.5	TRUE												
Hordeum	3H	SCRI_RS_4575	538154289	61.9	TRUE												
Hordeum	3H	SCRI_RS_49693	683721943	145.5	TRUE												
Hordeum	3H	SCRI_RS_5194	625627809	103.8	TRUE												
Hordeum	3H	SCRI_RS_65878	352346907	51.3	TRUE												
Hordeum	3H	SCRI_RS_67208	2489073	1.6	TRUE												
Hordeum	3H	SCRI_RS_6922	34082632	37.4	TRUE												
Hordeum	3H	SCRI_RS_7385	505436950	55.8	TRUE												
Hordeum	3H	SCRI_RS_7396	618182626	96.6	TRUE												
Hordeum	3H	SCRI_RS_826	590142670	77.4	TRUE												
Hordeum	3H	SCRI_RS_8664	424722068	51.8	TRUE												
Hordeum	3H	SCRI_RS_886	73922602	46.2	TRUE												
Hordeum	3H	SCRI_RS_906	353176762	51.3	TRUE												
Hordeum	3H	SCRI_RS_90637	399271200	51.6	TRUE												
Hordeum	3H	SCRI_RS_9439	35313389	37.9	TRUE												
Hordeum	3H	SCRI_RS_95272	583536198	75.7	TRUE												
Hordeum	3H	SCRI_RS_97417	15255600	12.1	TRUE												
Hordeum	3H	SCRI_RS_97418	15257155	12.1	TRUE												
Hordeum	4H	11_10048	36724107	45.7	TRUE												
Hordeum	4H	11_10093	97456359	51.4	TRUE												
Hordeum	4H	11_10113	9730243	14.7	TRUE												
Hordeum	4H	11_10208	2789843	3.6	TRUE												
Hordeum	4H	11_10221	12270849	18.3	TRUE												
Hordeum	4H	11_10269	636352588	113.4	TRUE												
Hordeum	4H	11_10334	623749533	102.5	TRUE												
Hordeum	4H	11_10432	68389188	50.8	TRUE												
Hordeum	4H	11_10467	578445094	69	TRUE												
Hordeum	4H	11_10510	623209165	101.4	TRUE												
Hordeum	4H	11_10527	507100104	54.5	TRUE												
Hordeum	4H	11_10577	69380591	50.8	TRUE												
Hordeum	4H	11_10588	604442927	85.6	TRUE												
Hordeum	4H	11_10606	558683988	60.8	TRUE												
Hordeum	4H	11_10611	633173997	111.3	TRUE												
Hordeum	4H	11_10614	623124965	100.6	TRUE												
Hordeum	4H	11_10627	568135184	63.7	TRUE												
Hordeum	4H	11_10639	544748028	59.6	TRUE												
Hordeum	4H	11_10667	350266227	51	TRUE												
Hordeum	4H	11_10723	599232360	80.9	TRUE												
Hordeum	4H	11_10724	596447073	78.8	TRUE												
Hordeum	4H	11_10756	63865143	50.8	TRUE												
Hordeum	4H	11_10881	471656963	53.5	TRUE												
Hordeum	4H	11_10946	469625104	52.5	TRUE												
Hordeum	4H	11_11207	529292786	57.3	TRUE												
Hordeum	4H	11_11224	560337783	61.5	TRUE												
Hordeum	4H	11_11299	632171834	110.7	TRUE												
Hordeum	4H	11_11405	54542552	49.9	TRUE												
Hordeum	4H	11_11431	546808812	59.8	TRUE												
Hordeum	4H	11_11470	621948101	99.6	TRUE												
Hordeum	4H	11_11513	574543534	67	TRUE												
Hordeum	4H	11_20001	21424705	27.5	TRUE												
Hordeum	4H	11_20012	32413102	43.3	TRUE												
Hordeum	4H	11_20109	19753671	26.8	TRUE												
Hordeum	4H	11_20114	35787768	43.8	TRUE												
Hordeum	4H	11_20178	600671237	83.6	TRUE												
Hordeum	4H	11_20180	35548341	43.8	TRUE												
Hordeum	4H	11_20197	595772102	78.7	TRUE												
Hordeum	4H	11_20289	462325035	52.2	TRUE												
Hordeum	4H	11_20363	495854079	54.3	TRUE												
Hordeum	4H	11_20422	18759288	25.9	TRUE												
Hordeum	4H	11_20451	568743447	64	TRUE												
Hordeum	4H	11_20454	622965542	100.6	TRUE												
Hordeum	4H	11_20482	509230439	54.8	TRUE												
Hordeum	4H	11_20515	622617880	100	TRUE												
Hordeum	4H	11_20580	569760181	64	TRUE												
Hordeum	4H	11_20606	17916482	25.7	TRUE												
Hordeum	4H	11_20610	472369069	53.9	TRUE												
Hordeum	4H	11_20670	595105468	78.4	TRUE												
Hordeum	4H	11_20680	19087562	26.3	TRUE												
Hordeum	4H	11_20689	599170288	81.1	TRUE												
Hordeum	4H	11_20701	632600239	111.1	TRUE												
Hordeum	4H	11_20718	595330823	78.5	TRUE												
Hordeum	4H	11_20723	537437597	58.4	TRUE												
Hordeum	4H	11_20732	608851343	91.3	TRUE												
Hordeum	4H	11_20762	620025493	98.9	TRUE												
Hordeum	4H	11_20777	19930065	26.8	TRUE												
Hordeum	4H	11_20782	76087995	51	TRUE												
Hordeum	4H	11_20838	617390305	97.3	TRUE												
Hordeum	4H	11_20906	556824511	60.7	TRUE												
Hordeum	4H	11_20924	544139497	59.6	TRUE												
Hordeum	4H	11_21035	633031207	111.3	TRUE												
Hordeum	4H	11_21056	2800462	3.5	TRUE												
Hordeum	4H	11_21070	18337769	25.8	TRUE												
Hordeum	4H	11_21071	82516525	51	TRUE												
Hordeum	4H	11_21073	66861565	50.8	TRUE												
Hordeum	4H	11_21111	623900388	102.6	TRUE												
Hordeum	4H	11_21122	25916241	35.9	TRUE												
Hordeum	4H	11_21151	599525496	81.4	TRUE												
Hordeum	4H	11_21243	618502745	97.6	TRUE												
Hordeum	4H	11_21397	23879683	34.6	TRUE												
Hordeum	4H	11_21418	19183790	26.3	TRUE												
Hordeum	4H	12_10088	494330606	54.3	TRUE												
Hordeum	4H	12_10271	616748705	97.3	TRUE												
Hordeum	4H	12_10371	33956892	43.5	TRUE												
Hordeum	4H	12_10666	620025304	98.9	TRUE												
Hordeum	4H	12_10670	599381703	81.2	TRUE												
Hordeum	4H	12_10824	617971329	97.5	TRUE												
Hordeum	4H	12_10860	27327299	39.8	TRUE												
Hordeum	4H	12_11063	467767377	52.3	TRUE												
Hordeum	4H	12_20156	97457045	51.4	TRUE												
Hordeum	4H	12_20240	34777219	43.6	TRUE												
Hordeum	4H	12_30060	495699304	54.3	TRUE												
Hordeum	4H	12_30114	618419852	97.6	TRUE												
Hordeum	4H	12_30328	36217747	44.9	TRUE												
Hordeum	4H	12_30385	629486243	107.4	TRUE												
Hordeum	4H	12_30455	551439463	60.3	TRUE												
Hordeum	4H	12_30539	622160190	99.7	TRUE												
Hordeum	4H	12_30554	618415678	97.7	TRUE												
Hordeum	4H	12_30564	53723116	49.7	TRUE												
Hordeum	4H	12_30605	461460469	52.2	TRUE												
Hordeum	4H	12_30620	550661796	60.1	TRUE												
Hordeum	4H	12_30684	460076446	51.9	TRUE												
Hordeum	4H	12_30693	569015218	64	TRUE												
Hordeum	4H	12_30718	616244602	97.2	TRUE												
Hordeum	4H	12_30764	1302636	0.3	TRUE												
Hordeum	4H	12_30777	348275419	51	TRUE												
Hordeum	4H	12_30863	23678581	34.3	TRUE												
Hordeum	4H	12_30864	23604127	34.3	TRUE												
Hordeum	4H	12_30865	23678359	34.3	TRUE												
Hordeum	4H	12_30878	350264059	51	TRUE												
Hordeum	4H	12_30988	623117135	100.6	TRUE												
Hordeum	4H	12_30992	31621766	43.3	TRUE												
Hordeum	4H	12_30994	578977449	69.3	TRUE												
Hordeum	4H	12_30995	496360164	54.3	TRUE												
Hordeum	4H	12_31139	624584147	102.8	TRUE												
Hordeum	4H	12_31186	530354822	57.5	TRUE												
Hordeum	4H	12_31246	599001572	80.5	TRUE												
Hordeum	4H	12_31297	492500731	54.3	TRUE												
Hordeum	4H	12_31324	1261843	1.1	TRUE												
Hordeum	4H	12_31360	350582961	51	TRUE												
Hordeum	4H	12_31362	580170313	70.3	TRUE												
Hordeum	4H	12_31382	349308341	51	TRUE												
Hordeum	4H	12_31462	504127576	54.3	TRUE												
Hordeum	4H	12_31515	557437524	60.7	TRUE												
Hordeum	4H	12_31536	568135239	63.7	TRUE												
Hordeum	4H	SCRI_RS_101389	85382850	51.1	TRUE												
Hordeum	4H	SCRI_RS_10216	97619358	51.4	TRUE												
Hordeum	4H	SCRI_RS_105960	10036554	15	TRUE												
Hordeum	4H	SCRI_RS_106435	578666275	69	TRUE												
Hordeum	4H	SCRI_RS_106799	577041214	67.7	TRUE												
Hordeum	4H	SCRI_RS_107010	609237564	91.3	TRUE												
Hordeum	4H	SCRI_RS_107762	633172858	111.3	TRUE												
Hordeum	4H	SCRI_RS_10818	623469314	102.1	TRUE												
Hordeum	4H	SCRI_RS_108369	631307601	110.2	TRUE												
Hordeum	4H	SCRI_RS_109600	537011278	58.4	TRUE												
Hordeum	4H	SCRI_RS_110333	549090664	60.1	TRUE												
Hordeum	4H	SCRI_RS_11114	616249270	97.2	TRUE												
Hordeum	4H	SCRI_RS_116338	31944103	43.3	TRUE												
Hordeum	4H	SCRI_RS_119486	580160646	70.3	TRUE												
Hordeum	4H	SCRI_RS_119628	12284189	17.8	TRUE												
Hordeum	4H	SCRI_RS_119778	60667971	50.6	TRUE												
Hordeum	4H	SCRI_RS_121084	613448814	92.8	TRUE												
Hordeum	4H	SCRI_RS_125524	596523290	79.1	TRUE												
Hordeum	4H	SCRI_RS_12719	13807656	19.9	TRUE												
Hordeum	4H	SCRI_RS_127657	14289420	21.2	TRUE												
Hordeum	4H	SCRI_RS_128723	476287775	54	TRUE												
Hordeum	4H	SCRI_RS_128974	89857639	51.3	TRUE												
Hordeum	4H	SCRI_RS_128984	89855838	51.3	TRUE												
Hordeum	4H	SCRI_RS_129218	611627848	91.7	TRUE												
Hordeum	4H	SCRI_RS_131671	622954387	100.6	TRUE												
Hordeum	4H	SCRI_RS_133147	476214473	54	TRUE												
Hordeum	4H	SCRI_RS_134182	13808291	19.9	TRUE												
Hordeum	4H	SCRI_RS_134620	556038780	60.6	TRUE												
Hordeum	4H	SCRI_RS_134956	145856955	81.2	FALSE												
Hordeum	4H	SCRI_RS_135365	542728839	59.5	TRUE												
Hordeum	4H	SCRI_RS_13552	519375745	56.2	TRUE												
Hordeum	4H	SCRI_RS_135637	350047931	51	TRUE												
Hordeum	4H	SCRI_RS_137903	566992726	63.2	TRUE												
Hordeum	4H	SCRI_RS_1396	64676416	50.8	TRUE												
Hordeum	4H	SCRI_RS_139806	567371211	63.4	TRUE												
Hordeum	4H	SCRI_RS_140349	565996954	62.5	TRUE												
Hordeum	4H	SCRI_RS_141730	492497685	54.3	TRUE												
Hordeum	4H	SCRI_RS_141803	623322452	101.6	TRUE												
Hordeum	4H	SCRI_RS_143144	21747774	28.1	TRUE												
Hordeum	4H	SCRI_RS_143825	572803177	66	TRUE												
Hordeum	4H	SCRI_RS_144204	595315557	78.5	TRUE												
Hordeum	4H	SCRI_RS_14487	620879737	99.1	TRUE												
Hordeum	4H	SCRI_RS_14498	556506584	60.7	TRUE												
Hordeum	4H	SCRI_RS_145311	83874136	51	TRUE												
Hordeum	4H	SCRI_RS_145412	27784777	40	TRUE												
Hordeum	4H	SCRI_RS_14612	508036038	54.5	TRUE												
Hordeum	4H	SCRI_RS_146174	559884323	61.4	TRUE												
Hordeum	4H	SCRI_RS_146941	560701681	61.8	TRUE												
Hordeum	4H	SCRI_RS_147712	548294745	60	TRUE												
